GeneID uniprot
25864 Q9BUJ0
1527 O15482
283358 Q6L9W6
57631 Q5VUJ6
3312 P11142
51378 Q9Y264
10425 O95376
55787 Q9NUQ3
112939 Q96RE7
55327 Q9NUP9
292 P05141
1441 Q99062
81470 Q8NGZ5
4994 P47881
85291 Q9BYR5
83690 Q9H336
7434 P41587
8704 O60909
858 P51636
2837 Q9UKP6
56255 Q9H1E5
9071 P78369
339488 Q6VUC0
222826 Q8IXS0
8110 Q92784
59284 P62955
56942 Q9NRP2
1103 P28329
84667 Q9BYE0
163589 Q8NAT2
8821 O15327
8886 Q9NVP1
55794 Q9NUL7
10519 Q99828
56994 Q8WUD6
22903 Q9Y2F9
728403 P0CW00
799 P30988
27147 Q9ULE3
10481 Q92826
79750 Q9H6B1
64236 Q96JY6
358 P29972
162517 Q8N4B4
23396 O60331
503834 A6NFQ7
113878 Q86UW9
758 O15442
54438 Q9NXC2
7020 P05549
55871 Q9BRT8
3728 P14923
3936 P13796
5105 P35558
54039 P57721
345462 B4DU55
4781 O00712
7026 P24468
9671 Q2TBF2
9046 O60496
3363 P34969
57467 Q9HCP6
1584 P15538
2912 Q14416
121268 Q8TAI7
43847 Q9P0G3
58503 Q99935
57152 P55000
26330 O14556
84239 Q4VNC1
122748 Q8NGC7
221302 Q96AP4
1411 P05813
148741 Q8N283
3806 Q14954
8515 O75578
8874 Q14155
249 P05186
10782 Q96GC6
2132 Q93063
1674 P17661
58504 Q7Z5H3
100431172 D3W0D1
4893 P01111
2160 P03951
54361 P56705
859 P56539
9266 Q99418
140691 Q86WT6
440590 Q6WRX3
120586 Q8N0Y5
100506127 Q3ZCU0
1601 P98082
6439 P07988
8406 P78539
5568 P22612
143282 Q8TAT2
390078 Q96RD3
7813 O60447
30811 P57058
728957 P0CH99
8233 Q15696
285989 Q5FWF6
10725 O94916
57707 Q6P9B6
169966 Q8NEK8
57492 Q8NFD5
27079 Q8IZ73
3749 Q03721
84651 P58062
1809 Q14195
8720 Q14703
55330 Q9NUP1
7076 P01033
9745 O15090
83541 Q9BQ89
26059 O15083
2312 P20930
776 Q01668
342908 Q494X3
390205 A6NIK2
10616 Q9BYM8
1196 P49760
136332 Q96M69
153830 Q96MT1
94233 Q9UHM6
1593 Q02318
200844 Q6ZVT6
6275 P26447
3788 Q9ULS6
102800317 P49674
125061 Q63HM1
222865 Q8N3G9
5458 Q12837
11154 Q9Y587
1346 P24310
79919 Q08AI8
3234 P13378
51177 Q53GL0
10800 Q9Y271
55345 Q86YA3
117194 Q96LB1
115708 Q96FX7
219431 Q8NH73
220382 A6NEQ2
1763 P51530
8843 P49019
57152 P55000
79853 Q53R12
57094 Q8N4T0
403274 A6NDH6
7156 Q13472
409 P32121
7259 Q9H0U9
23547 P59901
146760 Q86UN2
93081 Q5JUR7
55765 Q3KP66
3797 O14782
6521 P02730
56244 Q9UIR0
3364 O60921
153201 Q495M3
79852 Q9H6B9
5209 Q16875
121506 Q96DN0
387332 Q6SJ96
126969 Q8N4M1
728116 Q8NAP8
283953 B3SHH9
2583 Q00973
64763 Q6ZN55
392138 A4D2G3
55893 Q9H8N7
1984 P63241
8291 O75923
9202 Q5VZL5
23355 Q8N3P4
54979 Q9NWW9
136227 Q96A83
9632 P53992
4025 P22079
100289087 P0CV98
5305 P48426
220082 Q8NA61
65244 Q86XZ4
128434 Q96N03
8170 Q15849
57326 Q96AQ6
10607 Q12788
50804 Q9P2K5
102723680 P0DMV1
9609 O95755
3126 X5D2U9
3026 Q14520
57553 Q7RTP6
2735 P08151
51686 Q9UMX2
345062 Q7RTY5
440435 Q6PRD1
81929 Q96EE3
156 P25098
5197 P10720
22977 O95154
5099 O60245
29952 Q9UHL4
81669 Q96S94
353131 Q5T7P2
219858 Q8NGG6
54602 Q9NV92
120146 A6NGJ6
162966 Q6ZNG1
401258 Q7Z6P3
55291 Q5H9R7
1796 Q99704
79022 Q9BVX2
56033 Q9HBU1
6375 P47992
2196 Q9NYQ8
84070 Q8IYM0
256987 Q86VE9
8233 Q15696
8852 Q5JQC9
79849 Q86UT5
3490 Q16270
8974 O15460
23070 Q8N1G2
11128 O14802
144448 P0C672
79661 Q96FI4
392307 A6H8Z2
5635 Q14558
6484 Q11206
54922 Q5U651
4599 P20591
80352 Q9H2S5
10538 Q16520
54853 Q9H6Y2
440153 B2RN74
8348 P23527
343173 Q8NH03
163223 Q8N7Q3
547 Q12756
116835 Q96MM6
3706 P23677
101060211 P0DMV0
4089 Q13485
11281 P78424
3251 P00492
7179 P56180
5613 P51817
728118 Q8IVF1
4673 P55209
3972 P01229
26053 Q8WXX7
170685 Q8NFP7
2669 P55040
3839 O00505
1025 P50750
2835 P47775
60598 Q9H427
255043 Q8N661
886 P32238
4061 Q16553
55679 Q7Z4I7
861 Q01196
129303 Q86TG1
4515 P56278
84675 Q9BYV6
4139 Q9P0L2
1580 P13584
8651 O15524
5595 P27361
2352 P41439
54754 A1L443
3275 P55345
55304 Q9NUV7
56128 Q9UN66
138311 Q5VUD6
29089 Q9NPD8
121364 Q8NGE5
9356 Q4U2R8
337882 Q8IUB9
117156 Q96PL1
3442 P01569
56000 Q9H4D5
9570 O14653
91694 Q17RB8
55503 Q9H1D0
126433 Q8NI29
115426 Q96PU4
55667 Q5VZ89
6259 P34925
22801 Q9UKX5
124404 Q8IYM1
732 P07358
23647 P53365
1140 P11230
7392 Q15853
29916 Q9Y5W9
23119 Q96JB3
80270 Q9H2F3
26952 Q99954
56660 Q9HB15
3071 P55160
2905 Q14957
7225 Q9Y210
100131137 Q075Z2
5019 P55809
167 P54107
5989 P22670
340307 Q86UF2
64400 Q9H8T0
100288485 P0CJ74
79845 Q9H9V4
759 P00915
23175 Q14693
90 Q04771
285676 Q8N9F8
55915 Q9NS86
11129 Q8N2M8
357 Q13796
343263 A2RUH7
57184 Q5XKK7
8642 Q96JQ0
56964 Q6P2C0
114798 Q96PX8
81696 Q9UGF6
90316 Q8IUE1
10602 Q9UKI2
9343 Q15029
57835 Q9BY07
6667 P08047
94039 Q8IZC7
246 P16050
60437 Q8IXH8
55660 O75400
114804 Q96PX1
9120 O15403
388561 Q86XN6
1463 O14594
201514 Q8IVC4
83756 Q7RTX0
51332 Q9NRC6
10009 Q86T24
9586 Q02930
29960 Q9UI43
3620 P14902
93010 Q8NFL0
7026 P24468
120103 Q6YBV0
57109 Q9GZR2
7531 P62258
10505 O95754
8814 Q00532
5683 P25787
6382 P18827
651 P12645
79324 Q8NGK1
91607 Q7Z7L1
6668 Q02086
89858 Q96PQ1
10161 P43657
81566 Q9H175
6640 Q13424
50832 Q9NYW5
79646 Q9H999
388698 Q5D862
7701 P52746
3572 P40189
245806 Q8N8G2
6534 Q99884
116173 Q96DZ9
199834 Q5TA78
844 P31415
2978 P43080
79192 P78414
9338 Q15170
116143 Q96MX6
729993 B4DS77
5205 O43520
2707 O75712
6362 P55774
136 P29275
11117 Q9Y6C2
7975 O60675
403277 A6NET4
56667 Q9H3R2
2119 P41161
158471 Q8WUY3
148156 Q96NG5
5701 P35998
6426 Q07955
63891 Q5XPI4
386683 P60328
7775 Q9UNY5
9833 Q14680
6812 P61764
55343 Q96A29
91828 Q17RC7
6285 P04271
389761 Q6ZUB0
127534 Q9NTQ9
125981 Q8TDN7
90637 Q8N6M9
10890 P61026
2330 P49326
55233 Q9H8S9
7434 P41587
100507650 A8MTL3
1665 O43143
79894 Q499Z4
23043 Q9UKE5
124411 Q7Z2F6
2100 Q92731
51320 Q5U5Q3
259266 Q8IZT6
8320 O95936
10773 Q15916
80005 Q9H7D0
84518 Q9BYD5
6092 Q9HCK4
6295 P10523
319100 Q96RI8
4478 P26038
27165 Q9UI32
100287399 H3BUK9
4185 O75078
2219 O00602
5432 P19387
8404 Q14515
282996 Q5T481
343172 A6NH00
343069 O60812
3614 P20839
284309 Q68DI1
25890 Q7Z7G0
291 P12235
64518 Q9BXF9
55272 Q9NV31
344805 Q7RTY8
7106 O14817
4644 Q9Y4I1
11251 Q9Y5Y4
122945 Q6NXP6
403273 A6NHG9
10865 Q03989
390195 Q8NGI8
253175 Q9Y6F8
729475 Q09MP3
92086 Q9BX51
51298 Q9P2T0
23404 Q13868
132014 Q8NFR9
1130 Q99698
390167 Q6IEU7
26330 O14556
2046 P29322
10057 O15440
440561 Q5VXH4
3280 Q14469
4494 P04733
374383 Q68D85
27076 O95274
8940 O95985
8338 Q16777
256691 Q7Z304
9293 Q9Y2T5
2959 Q00403
9332 Q86VB7
727897 Q9HC84
7556 P21506
388951 Q8N831
100132285 P43631
6448 P51688
8743 P50591
54207 P57789
5090 P40426
83648 Q96KS9
11080 Q9UDY4
871 P50454
9037 Q13591
84460 Q5H9K5
23035 Q6ZVD8
8976 O00401
23118 Q9NYJ8
353274 P59923
100506127 A0A0U1RQW1
3739 P22459
6913 Q96SF7
338382 Q96AH8
283807 Q6P050
6705 Q96RM1
147463 Q8N6D5
92737 Q8NFT8
100528017 A0A096LPE2
101060321 Q6IPX1
3890 Q9NSB2
2981 Q16661
163933 Q6ZT52
85291 Q9BYR5
8334 Q93077
339175 Q96IZ6
124935 Q8N370
8774 Q99747
23399 O95476
8390 P47890
6843 P23763
83547 Q96NA2
3053 P05546
3984 P53667
7803 Q93096
51293 Q9NPF0
114112 Q86VQ6
22915 Q13201
23105 Q6MZW2
253430 Q8NFU5
54764 Q9UGI0
93 Q13705
51228 Q9NZD2
5648 P48740
7710 Q13106
8767 O43353
55367 Q9HB75
51121 Q9UNX3
6442 Q16586
216 P00352
1456 Q9Y6M4
2635 Q9H0R5
2055 Q9UBY8
56113 Q9Y5H1
4790 P19838
5007 P22059
7827 Q9NP85
23564 O95865
54715 Q9NWB1
3113 P20036
5337 Q13393
7474 P41221
4914 P04629
1938 P13639
204851 Q86Z02
340277 A4D161
6305 O95248
11272 Q16378
2813 P55259
159195 Q70EL1
3274 P25021
83595 Q9BT81
287015 Q8IWZ5
3822 P26717
122706 A5LHX3
6441 P35247
1572 P24903
55236 A0AVT1
27019 Q9UI46
55806 O43593
2277 O43915
801 P0DP24
6492 P81133
390142 Q8NGL4
10650 Q96N28
57192 Q9GZU1
84888 Q8TCT8
6543 Q9UPR5
6670 Q02447
143241 Q8WWB3
340578 Q5VW00
151354 Q96KN4
83844 Q9BXU7
4292 P40692
390790 A6NH57
5345 P08697
368 O95255
221037 Q15652
79844 Q9H8X9
91151 Q6NT04
135152 Q9NPZ5
644414 P59861
5753 Q13882
714 P02747
4162 P43121
25818 Q9Y337
7869 Q13214
219432 Q8NH72
51259 Q9P0N5
653427 Q5VV16
257629 Q8N8V4
346528 Q8NGT9
79819 Q5VTH9
5307 P78337
51308 Q9BRK0
386678 P60412
55006 Q9BVS5
115704 Q96CN4
10383 P68371
5802 Q13332
284383 Q8NG97
79690 Q96RP7
254394 Q9NXL9
10955 Q13530
3094 P49773
29958 Q9UI17
127602 Q0VDD8
81607 Q96NY8
94134 Q8IWW6
5455 P20264
4885 P47972
83874 Q9BXI6
548313 O60224
400954 Q6ZMW3
1118 Q13231
10929 Q9BRL6
30817 Q9UHX3
84258 Q9BQG1
285349 Q6AZW8
6695 Q08629
7140 P45378
6862 O15178
3445 P32881
7050 Q15583
56934 Q9NS85
63939 Q9NTX9
57126 Q8N6Q3
152926 Q8N3J5
79414 Q9BTN0
29990 Q9UKJ0
91749 Q5TF39
390199 Q8NGE8
825 P20807
23236 Q9NQ66
5470 O14830
8666 O75821
195827 Q7RTV5
80298 Q49AM1
120406 Q96DL1
9368 O14745
5678 Q00887
1769 Q96JB1
4034 O75427
113220 Q96FN5
10346 Q8IYM9
388558 Q8N4W9
8941 Q13319
27299 O15204
7988 Q9UDV6
6091 Q9Y6N7
257 O95076
643965 A6NKF7
80013 Q9H8M7
10344 Q9Y258
26280 Q9NP60
5294 P48736
57053 Q9GZZ6
79865 Q5T2D2
2353 P01100
64748 Q96GM1
9684 Q15048
10294 O60884
7529 P31946
3996 Q15334
779 Q13698
4991 P34982
101059938 P0DM63
22874 Q9Y2H5
6656 O00570
26273 Q9UK99
84002 Q9BYG0
64097 Q9HCS5
51182 Q0VDF9
80762 Q9BT67
9842 Q9Y4G2
3024 Q02539
4778 Q16621
2810 P31947
22997 Q9UPX0
90102 Q86SQ0
1308 Q9UMD9
85439 Q8WXE9
3993 Q6P1M3
3985 P53671
1795 Q8IZD9
153562 Q8N4S9
3416 P14735
5696 P28062
27351 Q6ICB0
219293 Q5T2N8
1012 P55290
5163 Q15118
9074 P56747
54726 Q01804
51522 Q9P0S9
5189 O43933
28966 Q9Y343
57144 Q9P286
10966 Q12829
4846 P29474
122183 P86496
9087 O14604
341359 Q6XYQ8
2028 Q07075
83660 Q9Y4G6
401667 Q8NGJ7
343099 Q5T9S5
646658 A6NDD5
53615 O95983
28232 Q9UIG8
123355 Q86X40
6582 O15244
55793 Q8N5J2
100170841 A6NHQ4
122046 Q8N6G2
5829 P49023
26269 Q9NRD0
8509 P52849
5576 P13861
1875 Q15329
649 P13497
4917 O00634
8451 Q13619
8324 O75084
728927 B4DX44
3817 P20151
124872 Q8NHY0
29798 P0DPF5
91860 Q96GE6
347051 Q5PT55
652 P12644
143098 Q5T2T1
65990 Q9BQD7
83854 Q8NI99
5460 Q01860
169522 Q8TDN2
128338 Q6UX65
8471 O14654
1647 P24522
728369 Q0WX57
9248 Q13585
712 P02745
282890 Q5JNZ3
25924 Q8NFW9
10092 O15511
94235 Q9UK08
79412 Q8NCW0
57410 Q96KG9
8763 Q04900
5868 P20339
388650 Q5T7M9
57089 Q9NQZ7
5030 P51582
80781 P39060
23095 O60333
3805 Q99706
340542 Q5H9J7
23301 Q8NDI1
1839 Q99075
10683 Q9NYJ7
23315 Q9Y2E8
55530 Q8N4V2
87 P12814
255758 Q8WW35
9890 Q7Z2D5
8675 O14662
7171 P67936
21 Q99758
10659 O95319
59349 Q53G59
28988 Q9UJU6
55799 Q8IZS8
4940 Q9Y6K5
84376 Q86VS8
2690 P10912
131870 Q96DE0
10391 Q9UQ03
57467 Q9HCP6
1749 P56178
3956 P09382
51302 Q9NYL5
4668 P17050
56127 Q9Y5E1
7168 P09493
147381 Q8IUK8
3882 Q14532
6506 P43004
9879 Q7L014
124641 Q8WZ82
54629 Q8NBR6
3603 Q14005
643338 A8K5M9
100271849 Q02080
4909 P34130
56475 Q9NS64
1048 P06731
54885 Q0IIM8
3891 P78386
5217 P35080
259239 Q8NEX6
79887 Q6P4A8
51001 Q96E29
7433 P32241
22918 Q9NPY3
225689 Q8TD08
9709 Q15011
6496 O95343
81621 Q96I82
154214 Q8TC41
92304 Q96QR1
356 P48023
51666 Q9Y574
57478 Q70CQ4
8453 Q13617
54511 Q8TB92
57701 Q9HCH0
5015 P32243
100462977 P0CJ68
1800 P16444
84103 Q53FE4
10054 Q9UBT2
6197 P51812
8775 P54920
23302 Q658N2
9437 O76036
839 P55212
90203 Q969T3
4588 Q6W4X9
55630 Q6P5W5
8532 Q66K79
146057 Q6IQ55
440567 A0A096LP55
51272 Q9NYM9
2120 P41212
10116 Q9UK73
54503 Q8IUH4
441932 A6NFC9
101927601 H0YKK7
51643 Q9HC24
7325 Q96LR5
57221 Q5TH69
150082 O95447
64207 Q9H1B7
57551 Q7L7X3
57545 Q9P2K1
64855 Q96TA1
3150 P05114
6400 Q9UBV2
92292 Q969I3
23430 Q9BZJ3
6915 P21731
9023 O95992
6820 O00204
3866 P19012
401036 Q6ZVZ8
337880 Q8IUC1
6406 P04279
6869 P25103
8568 P56182
400735 O60810
196472 Q8NEG0
23452 Q9UKU9
8771 O95407
6563 Q13336
7009 P55061
27287 O95231
140767 Q8IZ57
64083 Q9H4A6
7726 Q12899
5125 Q92824
23510 Q14681
11188 Q9Y2I1
115111 Q8TE54
80034 Q8WYN3
55336 Q96CD0
146822 Q96T59
8854 O94788
9459 Q15052
374768 Q8N4L4
340554 Q5HYM0
93649 Q8IZQ8
645191 P0C6S8
3075 P08603
11346 Q8N3V7
10950 Q14201
150365 Q5TIA1
57479 Q9ULL5
3233 P09016
23108 Q684P5
7021 Q92481
7430 P15311
9928 Q15058
10915 O14776
4734 P46934
84636 Q9BXC1
22868 Q9NYY8
144501 Q6KB66
57555 Q8NFZ4
80133 Q5TGP6
26152 Q9Y3M9
23169 Q9NTN3
11023 Q5SQQ9
145957 Q8WWG1
64225 Q8NHH9
3920 P13473
84215 Q9H0D2
63908 Q9H115
283092 Q8NGP0
119587 Q8N436
5603 O15264
1675 P00746
114088 Q9C026
10370 Q99967
337973 Q3LI70
6236 P55042
2230 P10109
246181 Q8NHP1
7922 Q92504
166647 Q8IWK6
254065 Q6RI45
127068 Q8NGX1
6884 Q15543
54518 Q7Z5R6
80114 Q9H694
54845 Q6NXG1
158800 Q8NHV9
22999 Q86UR5
4146 P21941
56889 Q9HD45
10753 O14815
491 Q01814
55602 Q9NXV6
347411 P0DKB6
55177 Q96TC7
728279 Q9BYT5
2257 P61328
50861 Q9NZ72
26225 Q9Y689
83659 Q969V4
962 P09326
3593 P29460
4593 O15146
100129216 A0A096LNP1
84722 Q6PGN9
9647 P49593
23285 Q9UPP5
8881 Q13042
343702 Q5GH72
102723680 P0DMV2
100131608 P0DMB1
4828 P08949
389123 Q8IXL9
2903 Q12879
653486 P0DMR2
7709 Q13105
6196 Q15349
26018 Q96JA1
7291 Q15672
5298 Q9UBF8
414 P51689
119 P35612
1008 Q9Y6N8
4923 P30989
160851 Q86XP1
9422 O43296
4440 O43347
9343 Q15029
167691 Q86VQ0
4869 P06748
23753 Q9HCN8
222611 Q8IZF7
729533 Q5TYM5
169611 Q68BL7
26584 O43812
390648 Q8NGB9
8534 O43916
57211 Q86SQ4
4076 Q14444
11080 Q9UDY4
9452 O43736
81849 Q9BVH7
5028 P47900
60437 Q8IXH8
286451 Q96EC8
10512 Q99985
23559 Q96G27
8672 O43432
140576 Q96FQ6
9765 Q7Z3T8
286187 Q7Z4L9
8760 O95674
23593 Q9Y5Z4
898 P24864
10865 Q03989
81555 Q969M3
23452 Q9UKU9
7010 Q02763
4363 P33527
7423 P49765
284391 Q08AG5
25809 O95922
441027 B9EJG8
100128071 H3BQW9
9123 O15427
169355 Q6ZQW0
9310 Q14590
81793 Q9BXR5
9960 Q9Y6I4
5906 P62834
64922 Q9H756
9935 Q9Y5Q3
10927 Q9Y657
388698 Q5D862
353345 Q7Z602
81611 Q9BTT0
100532736 P41271
7342 Q9NZI7
9290 Q9Y2T6
285498 Q495C1
55303 Q9NUV9
4724 O43181
119678 Q8NGJ4
27351 Q6ICB0
120892 Q5S007
5290 P42336
1750 P56179
23683 O94806
23436 P08861
10268 O60896
1013 P55291
124044 Q8IUW3
3358 P28335
7053 Q08188
7075 P35590
145773 Q8TBF8
7638 Q9UK13
4808 Q02577
9641 Q14164
175 P20933
1960 Q06889
283767 Q8N7Z2
90806 Q5VTE6
23029 P42696
124 P07327
284428 A6NJ08
92235 Q5VZP5
259249 Q96LB2
57565 Q9P2G3
4108 P43362
7223 Q9UBN4
2918 O00222
146909 Q86Y91
25960 Q96PE1
6356 P51671
1501 Q9UQB3
1421 P07320
23105 Q6MZW2
5784 Q15678
26493 Q15620
100506564 P0DJG4
25837 Q9ULW5
51138 Q9BT78
342372 Q7Z443
55283 Q8TDD5
55632 Q7L622
4534 Q13496
51315 Q9NPI7
27328 Q9BZA7
3622 Q9H160
79680 Q7L3V2
6910 Q99593
728734 E9PQR5
84767 Q9BSJ1
60677 Q96J87
55238 Q9NVC3
10628 Q9H3M7
8786 O94810
114548 Q96P20
5520 P63151
120114 Q8TDW7
54849 Q6ZN54
220002 Q8NBI2
51752 Q9NZ08
339175 Q96IZ6
80723 Q8TBE7
83690 Q9H336
23030 O94953
256987 Q86VE9
10611 Q96HC4
5532 P16298
60 P60709
158056 Q6UXC1
2834 P49683
56937 Q969W9
221613 Q96QV6
2304 O00358
284439 Q86VD7
1737 P10515
7781 Q99726
79690 Q96RP7
80311 Q96M94
6320 Q9Y240
27285 Q9UIF3
25820 Q9Y4X5
3068 P51858
6401 P16581
286530 Q86VZ1
26502 Q9UHQ1
9287 Q9P1P5
93107 Q8TDN1
83758 P82980
168620 Q7RTS1
3047 P69891
6490 P40967
84649 Q96PD7
222826 Q8IXS0
8099 O14519
50837 Q9NYW3
8021 P35658
4588 Q6W4X9
25999 Q96DZ5
10521 Q92841
1608 P49619
100526761 Q9NX45
111188157 P0DP58
8386 P58170
7392 Q15853
10184 Q6ZUX7
147746 Q8NE63
50831 Q9NYW6
1510 P14091
60436 Q9GZN2
9533 O15160
594855 Q8WVH0
219995 Q8N5U1
152573 A0PJX4
56132 Q9Y5E6
9518 Q99988
4901 P54845
26219 Q8NGS1
387787 A6NK58
781 P54289
11164 Q9UKK9
83658 Q9NP97
1046 O14627
154043 Q6P9H4
9058 Q13183
100288814 H7C241
5872 P51153
9047 Q9NP31
85359 Q9BY27
1740 Q15700
5236 P36871
154214 Q8TC41
167465 Q8N895
151313 Q6P2I3
5457 Q01851
102723680 P0DMV2
390061 Q8NH59
122046 Q8N6G2
376267 P59190
100527949 A0A087WTJ2
55784 Q6DN12
1948 P52799
8558 Q15131
8407 P37802
478 P13637
8317 O00311
54798 Q6V1P9
6000 P49802
645104 A0PK11
80143 Q9BRV8
126206 P59047
283234 A6NC98
100287718 B4E2M5
366 O43315
79586 Q8IZ52
158431 Q6ZMW2
10194 Q6ZSZ6
3266 Q7Z444
84449 Q96JL9
100507607 F8W1W9
4150 P56270
55740 Q8N8S7
6402 P14151
8778 O15389
148870 Q2M243
2064 P04626
51131 Q9UIL8
93650 Q9BZG2
3576 P10145
66035 Q9BYW1
4619 P12882
2308 Q12778
6708 P02549
168544 Q7Z7K2
8777 O75970
5870 P20340
9823 Q7L311
199974 Q86W10
127 P08319
57152 P55000
5141 P27815
1144 Q07001
5660 P07602
5069 Q13219
375318 Q8IXF9
27145 Q7Z7B0
283130 Q8N413
795 P29377
390323 A6NL08
5706 P62333
4157 Q01726
105375355 Q9BT76
2597 P04406
11155 O75112
7789 P98168
80829 Q96JP5
57535 Q6UXG2
7163 P55327
377841 Q5MY95
5606 P46734
26245 Q96R27
53335 Q9H165
140825 Q9BR09
100129216 A0A096LNP1
647309 A6NCL1
3224 P31273
1859 Q13627
3434 P09914
390075 Q8NH56
401067 P0C7M6
134549 Q2M3G4
9322 Q15642
2355 P15408
171024 Q9UMS6
55968 Q9UNZ2
4803 P01138
3419 P50213
221188 Q8IZF4
28988 Q9UJU6
375061 Q96GI7
6616 P60880
64224 Q9BSE4
495 P20648
343263 A2RUH7
4998 Q13415
377677 Q8N1Q1
100289635 Q86T29
5530 Q08209
220388 Q8N998
81569 Q9H568
65243 Q9UJL9
4159 P41968
3120 P05538
26330 O14556
100287327 D6RBQ6
124935 Q8N370
121268 Q8TAI7
9204 O95789
84913 Q96SQ7
9294 O95136
389852 Q96QH8
83661 Q9BY19
1571 P05181
11338 P26368
23201 Q92567
5320 P14555
23363 O75147
29071 Q96EU7
2537 P09912
284352 O75864
93649 Q8IZQ8
3221 P09017
7755 O95201
56098 Q9Y5F7
23116 Q9Y4F4
1268 P21554
6339 P51172
392376 Q8NGS9
64711 Q96QI5
347468 Q8NG92
2615 Q14392
5651 P98073
23435 Q13148
80725 Q9C0H9
440590 Q6WRX3
25816 O95379
3037 Q92819
3107 Q95604
140883 Q86YH2
1007 Q9ULB4
80149 Q5D1E8
120796 Q8NGH5
340595 Q6ZR62
2074 Q03468
6990 P51808
56548 Q9NS84
55503 Q9H1D0
92840 Q96HR9
22829 Q8NFZ3
373 P36406
3467 P05000
5464 Q15181
23204 Q15041
8553 O14503
133121 Q6UWR7
10825 Q9UQ49
11116 O95684
1522 Q9UBR2
9488 Q92521
166929 Q8NHU3
9830 Q14142
4200 P23368
10686 Q9Y5I7
1609 P52824
83714 Q9BQI9
284723 Q6PIV7
143879 Q8NAB2
10015 Q8WUM4
387707 Q6DHV5
1548 P11509
51533 Q9BWX1
389124 A8MTL0
4641 O00159
55003 Q9NWT1
3362 P50406
2548 P10253
27076 O95274
3738 P22001
901 Q16589
158809 Q8N7X4
4620 Q9UKX2
1564 A0A087X1C5
6698 P35321
64965 P82933
4051 Q08477
6705 Q96RM1
10587 Q9NNW7
3839 O00505
27233 O75897
1788 Q9Y6K1
7620 Q9UC07
116255 Q96PD6
202151 Q86VV4
114132 Q96RL6
51701 Q9UBE8
401666 Q8NGJ6
26492 Q6IF36
10589 Q14919
758 O15442
4675 Q99457
3054 P51610
375387 Q86YC3
7862 P55201
4215 Q99759
50814 Q15738
441518 Q17RB0
102723532 Q8N0Y3
7567 P17023
1490 P29279
85459 Q9C0D2
30009 Q9UL17
121275 Q8NGE0
399823 Q6ZQN5
55102 Q96BY7
285755 Q8IXY8
78999 Q6PJG9
114792 Q96NJ5
57463 Q86WK6
3617 Q17R60
158866 Q96MV8
6615 O95863
29896 Q13595
9469 Q7LGC8
2828 P46093
3232 P31249
144195 Q8TDB8
6939 Q12870
163059 Q8N7K0
64100 Q96BH3
403274 A6NDH6
27158 Q9UHB4
6515 P11169
84612 Q9BYG5
8302 O43908
100191040 B7Z1M9
9784 Q15036
347240 Q5T7B8
51148 Q5T4B2
255783 C9JVW0
5210 Q16877
138883 Q8NGS0
147339 Q96B23
10691 Q9Y692
51341 O95365
7769 Q9NYT6
6428 P84103
654231 P0CE72
123904 Q496H8
6862 O15178
10316 Q9HB89
9032 O14894
729262 A6NNL0
221833 Q8IXZ3
405 P27540
5988 O75677
54331 P59768
219285 Q8IVG5
9878 O94842
222537 Q8IZT8
390067 Q8NGJ2
116285 Q08AH1
390079 Q6IFG1
3126 P13762
64098 Q9HBI0
174 P02771
26696 O43869
79310 Q8NGV7
10332 Q9H2X3
255758 Q8WW35
79651 Q6PJF5
408187 Q6IE38
123745 Q3MJ16
57096 Q96KN7
1815 P21917
55759 Q9GZL7
6183 O15235
4306 P08235
6718 P51857
116448 Q8TAK6
28968 Q9GZN6
3831 Q07866
3983 O14639
5654 Q92743
11281 P78424
56102 Q9Y5G1
317701 Q8NFZ6
9185 Q8NFH8
3151 P05204
7252 P01222
257062 Q86XM0
8747 Q9UKJ8
27005 Q9UK80
60485 Q9H4B6
8861 Q86U70
414918 Q8NEG7
6938 Q99081
26045 O43300
100533105 Q96BR1
7849 Q06710
58486 Q49AG3
283316 Q9NR16
10283 Q6UX04
1954 Q7Z7M0
201780 Q96EP9
93129 Q9BRQ5
83853 Q96C74
254428 Q8IVJ1
51320 Q5U5Q3
252969 Q969S2
92 P27037
5604 Q02750
10527 O95373
23243 O15084
55359 Q6J9G0
57333 Q96D15
6340 P51170
859 P56539
10781 Q14584
793 P05937
57593 Q9BQW3
5914 P10276
8525 Q13574
257044 Q5SY80
79731 Q96I59
23272 Q9UK61
7525 P07947
2893 P48058
6332 Q01118
221302 Q96AP4
6541 P30825
285025 Q6ZP82
1676 O00273
51239 Q53RE8
266743 Q8IUM7
57125 Q8IUK5
442185 Q9GZK6
7481 O96014
83959 Q8NBS3
9223 Q96QZ7
7569 P17025
844 P31415
100423062 B9A064
79296 Q8NGJ3
153643 Q96LP2
137902 A1KZ92
84376 Q86VS8
1730 O60879
221301 Q5JW98
3880 P08727
7639 Q03923
4501 P80297
26301 Q8N5D6
231 P15121
2992 P46976
79875 Q6ZMP0
337975 Q3LI63
6422 Q8N474
55351 Q9NY57
440387 Q6GPI1
8611 O14494
57801 Q9HCC6
55613 Q96EF0
7681 Q13064
80712 Q8N693
5746 P49190
25970 Q9NRF2
54438 Q9NXC2
147372 Q6UXH8
105 Q9NS39
30815 Q969X2
1621 P09172
50834 Q9NYW7
221391 Q6U736
201627 Q8IWF6
51375 Q9UNH6
3228 P31275
9214 O60667
84254 Q8N5S9
7637 P51523
123096 Q8N8R3
