GeneID uniprot
2289 Q13451
4332 P41218
9456 Q86YM7
26291 Q9NSA1
51026 Q9Y3E0
8447 Q14184
148808 Q8N468
653333 P0C5J1
6304 Q01826
11228 Q8NHQ8
79853 Q53R12
2889 Q13905
93010 Q8NFL0
2171 Q01469
7643 Q03938
57016 O60218
124599 A8K4G0
10673 Q9Y275
5531 P60510
11016 P17544
26528 Q96EP5
8697 Q9UJX2
282808 P0C0E4
11329 Q15208
8694 O75907
1047 O14967
125893 Q0VGE8
1129 P08172
9274 Q8WUZ0
374655 Q8N1W2
51296 Q8IY34
442590 A6NIY4
79754 Q8WXK3
9989 Q8TF05
81577 Q3B7J2
966 P13987
25900 Q0D2I5
566 P20160
201294 Q70J99
101059918 I6L899
56938 Q8WYA1
115004 Q8N884
64744 Q8WU79
440738 Q9BXW4
6975 Q96PL2
4158 Q01718
836 P42574
9987 O14979
161753 Q8IXM7
85465 Q9C0D9
23085 Q8IUD2
4074 P20645
5525 Q15172
100861540 P24462
7572 P17028
5119 Q9HD42
140689 Q9NTU7
100132396 P0CI00
6758 O60225
8193 Q92782
55898 Q9H3U1
54363 Q9UJM8
10449 P42765
65981 Q6IMN6
10982 Q15555
122953 Q8WYK2
8703 O60512
6252 Q16799
81796 Q9H2Y9
8850 Q92831
441308 O95013
165 Q8IUX7
56104 Q9Y5G3
140578 Q9H9P2
220869 Q5RIA9
112936 Q4G0F5
2856 Q49SQ1
5348 O00168
252884 Q96N95
54676 Q9BX10
22915 Q13201
390326 A6NM76
83873 Q9BZJ8
2066 Q15303
57630 Q7Z6J0
120586 Q8N0Y5
891 P14635
10973 Q8N3C0
91683 Q8IV01
55867 Q9NSA0
2645 P35557
192134 Q6ZMB0
155038 Q8ND71
643246 A6NCE7
29890 Q8NDT2
11261 Q99653
3440 P01563
1087 Q14002
54807 Q9NXT0
23081 Q9H3R0
7037 P02786
6642 Q13596
4676 Q99733
100131608 E9PI22
285966 A6NFQ2
5106 Q16822
8450 Q13620
2665 P50395
439915 Q701N2
653489 A6NKT7
133923 Q6S9Z5
4015 P28300
10294 O60884
138474 Q8IZX4
653598 A0A0B4J2A2
23070 Q8N1G2
1048 P06731
160 O95782
157638 Q96KN1
400831 A1L168
8996 O60936
10773 Q15916
100653515 Q96MC4
11279 O95600
84084 Q9H0N0
121665 Q8TCT6
51012 Q9Y3B1
8776 Q13613
26052 Q9UQ16
57549 Q9P2J2
1155 Q99426
8940 O95985
440193 Q9P219
2589 Q10472
3790 Q9BQ31
81466 Q8NG80
6550 P48764
91452 Q5T8D3
389856 A6NNY8
1719 P00374
441519 Q8NHU0
10295 O14874
1742 P78352
5608 P52564
6346 P22362
155368 Q8N6F8
94033 Q8N4E7
11105 Q9NQW5
1789 Q9UBC3
127829 Q96BM9
51308 Q9BRK0
81621 Q96I82
2823 P51674
9545 O95716
5983 P40938
79413 Q9BTP6
132243 Q8IZA3
9188 Q9NR30
85416 Q96T25
84872 Q96K80
5253 O75151
54707 Q9H9Y4
390190 Q96R09
51289 Q9NSD7
6039 Q93091
7348 O75841
5792 P10586
26165 Q8IWB4
3096 P15822
90668 Q8ND23
27037 Q8IZ69
51222 Q9P2Y4
2664 P31150
2662 P55107
100170841 A6NHQ4
84274 Q5HYK3
51133 Q9Y597
1527 O15482
125206 A0PJK1
7375 Q13107
57182 Q9ULJ7
51773 Q96T23
118611 Q96M02
10236 O43390
2787 P63218
139599 Q8TD90
23660 Q9Y2L8
4719 P28331
7866 Q12894
347475 A6NGH7
5465 Q07869
9318 P61201
26157 Q9UG22
59082 P57730
23149 O14526
7341 P63165
1534 P49447
3177 Q14542
9398 Q93033
6710 P11277
4297 Q03164
6543 Q9UPR5
9685 Q14677
84000 Q9BYE2
483 P54709
340359 Q2WGJ6
154 P07550
5641 Q99538
642658 Q7RTU7
338376 Q86WN2
85415 Q8IUC4
3841 O15131
140686 Q8IUB2
84889 Q8WY07
5721 Q9UL46
57699 Q9HCH3
84058 Q9H977
64220 Q9BX79
7711 Q12901
55190 Q96G61
3593 P29460
2277 O43915
23559 Q96G27
6628 P14678
200810 Q6GMV1
8498 Q9H6Z4
223117 O95025
55503 Q9H1D0
6637 P62308
1465 P21291
4810 Q6T4R5
80790 Q8IY22
389152 Q6ZRP0
474344 Q6P9H5
727957 Q8NDA8
10880 Q9Y614
1356 P00450
3728 P14923
153918 Q5TFG8
8778 O15389
30833 Q8TCD5
219870 Q8NGN4
29991 Q9NY56
254394 Q9NXL9
10127 O14978
146857 Q68D06
132203 A6NMZ2
5861 P62820
84807 Q8NI38
100287399 A0A0A6YYL3
4438 O15457
4502 P02795
79174 Q6UXH1
7707 Q9UQR1
6051 Q9H4A4
28968 Q9GZN6
114908 Q8N131
374872 Q6ZS72
134083 Q8NGV0
9462 Q9UJF2
23327 Q96PU5
56344 Q9NP86
678 P47974
90050 Q8N9Y4
79685 Q9HAJ7
204 P54819
891 P14635
57115 Q96LB8
23216 Q86TI0
2064 P04626
5959 Q92781
1676 O00273
146456 Q8WW62
57643 Q9P217
7531 P62258
2957 P52655
85002 Q8N7N1
4939 P29728
3356 P28223
140893 Q8NC74
8819 O75446
2562 P28472
7274 P49638
392390 Q8NGR2
5600 Q15759
55786 Q09FC8
646 Q01954
406 O00327
3120 P05538
113115 Q6P444
2864 O14842
80310 Q9GZP0
1406 O43186
5458 Q12837
170572 Q8WXA8
23240 A2VDJ0
1548 P11509
23603 Q9ULV4
1198 P49761
9931 P42694
6566 P53985
64744 Q8WU79
1359 P15088
79932 Q8IZA0
4093 O15198
26872 Q9UHE8
5577 P31323
23399 O95476
1733 P49895
146198 Q8TF47
200232 Q5JX71
128434 Q96N03
3071 P55160
2566 P18507
10134 P51572
83875 Q9BYV7
653489 A6NKT7
221786 Q8TCP9
25956 Q9NQW1
5064 O75781
10565 Q9Y6D6
155184 Q6PXP3
51026 Q9Y3E0
137075 Q96B33
389090 Q6IFH4
123606 Q7RTP0
8609 O75840
79683 Q8IZN3
51715 Q9ULC3
342184 Q68DA7
26476 P30954
6643 O60749
7025 P10589
255783 C9JVW0
23043 Q9UKE5
6659 Q06945
54763 Q9HAT0
115123 Q86UD3
84290 Q96L46
4040 O75581
3732 P27701
338707 Q76KP1
10574 Q99832
6834 Q15526
80339 Q9NST1
9311 Q9UHC3
5308 Q99697
7037 P02786
5062 Q13177
337967 Q3LI66
140685 Q86UZ6
56938 Q8WYA1
596 P10415
2204 P24071
5605 P36507
440854 A8MX76
284565 Q8N660
79670 Q5VYS8
353141 Q5TA82
4084 Q05195
155382 Q86XT2
91351 Q5H9U9
11006 Q8NHJ6
10809 Q9Y365
63950 Q96SC8
1759 Q05193
27120 Q9UK85
729597 P0CI01
1959 P11161
115352 Q96P31
144100 Q6IQ23
161142 Q8N9W8
100129520 A0A0J9YWL9
284119 Q6NZI2
4586 P98088
388581 Q5T7M4
56001 Q9GZY0
84333 Q86SE9
4050 Q06643
1045 Q99626
7291 Q15672
7941 Q13093
3134 P30511
79346 Q8NGB2
441873 A6NGN4
11152 Q9Y484
2781 P19086
57186 Q2PPJ7
3725 P05412
347051 Q5PT55
79660 Q86XI6
26043 O94888
221662 Q9BX46
10150 Q5VZF2
3938 P09848
6811 Q13190
55311 Q8N0Y2
10391 Q9UQ03
257397 Q8N5C8
5208 O60825
84456 Q96JM7
56100 Q9Y5F9
57639 Q8IYE0
8858 P22891
388121 Q5GJ75
1832 P15924
203054 Q3MIX3
100131755 Q5H9R4
146862 Q8IWX7
8467 O60264
337976 Q3LI61
1666 Q16698
256646 Q86Y26
10411 O95398
26581 Q96PT3
165257 Q7Z5L3
23149 O14526
23439 Q9UN42
11024 O75019
57157 Q8N3S3
84691 Q96KD3
1572 P24903
147912 Q8N196
285989 Q5FWF6
84679 Q96T83
10413 P46937
11344 Q6IBS0
133060 Q7RTM1
55605 Q7Z4S6
652968 Q8WTX7
79898 Q6PF04
23039 Q9UIA9
386683 P60328
2785 P63215
340359 Q2WGJ6
100506658 Q16625
55762 Q9NV72
6785 Q9GZR5
2013 P54851
122481 Q96M32
8532 Q66K79
57191 Q9GZP7
147949 Q96ND8
343173 Q8NH03
11253 Q9UKM7
112714 Q6PEY2
3963 P47929
79070 Q6UW63
221833 Q8IXZ3
56109 Q9Y5G7
6405 Q13275
100129361 P0DMW3
5007 P22059
9496 P57082
51566 Q9UH62
80097 Q6NZ67
11164 Q9UKK9
55008 Q8IVU3
56896 Q9BPU6
133396 Q8NI17
10497 O14795
3850 P12035
84624 Q4ZHG4
131034 Q96A23
4885 P47972
3889 P78385
129293 Q86V40
284383 Q8NG97
92922 Q96A19
8839 O76076
6603 Q92925
23753 Q9HCN8
6872 P21675
1105 O14646
6878 P49848
90134 Q9NS40
2021 Q14249
81539 Q9H2H9
1339 Q02221
10950 Q14201
5989 P22670
9747 Q9Y4C2
57455 Q8N1G1
11149 Q8NE79
257629 Q8N8V4
85329 Q96DT0
391109 Q8NGX5
8061 P15407
7461 Q9UDT6
4951 P0CE71
9530 O95429
54766 Q9NY30
131890 Q8WTQ7
1376 P23786
51378 Q9Y264
91653 Q9BWV1
7443 Q99986
100287513 D6RA61
2779 P11488
145226 Q96NR8
5338 O14939
342933 A6NJL1
1850 Q13202
3992 O60427
57563 Q9P2G9
22808 O14807
79191 P78415
962 P09326
57474 Q9ULM2
7620 Q9UC07
342865 A6NLU5
23596 Q9H1Y3
84513 Q8NEB5
653486 P0DMR2
83759 Q9BQ04
51621 Q9Y2Y9
5051 Q99487
23491 Q6UWW8
169792 Q8NEA6
79776 Q86UP3
55635 Q5TB30
4761 Q15784
147183 Q7Z3Z0
5167 P22413
2805 P17174
29896 Q13595
3189 P31942
407977 O43508
83715 B1AK53
3224 P31273
1235 P51684
26056 Q9BXF6
10865 Q03989
79786 Q8N4N3
79541 O95047
81876 Q9H0U4
4056 Q16873
23175 Q14693
84951 Q8IZW8
10026 Q92643
348174 A5D8T8
4929 P43354
29128 Q96T88
80263 Q9H8W5
91522 Q86Y22
373509 Q70EL3
7165 O43399
100310846 A6NGH8
7042 P61812
953 P49961
341019 Q6ZRR9
57569 Q9P2F6
22905 O95208
727936 A0PJZ3
4636 Q02045
8633 O95185
4782 P08651
7633 Q15937
3910 Q16363
5682 P25786
256586 Q8IV50
7447 P62760
10672 Q14344
390927 Q6ZN11
63976 Q9HAZ2
440804 A6NNM3
23002 Q9Y4D1
23542 Q13387
147166 Q309B1
57026 Q96GD0
10367 Q9BPX6
283 P03950
79919 Q08AI8
441168 Q5R3K3
3788 Q9ULS6
341152 A6NND4
4125 O00754
55964 Q9UH03
54507 Q6UY14
116154 Q96KR7
3603 Q14005
3786 O43525
627 P23560
100529239 A0A1W2PQS6
56952 Q9NRG1
1827 P53805
119395 Q86XJ0
6856 Q16563
1734 Q92813
64121 Q9HB90
25891 Q6UXH9
9350 O95813
100463487 P0CJ76
2258 Q92913
55711 Q96K12
90019 Q8NBV8
79718 Q9BZK7
80243 Q70Z35
134549 Q2M3G4
827 Q9Y6Q1
9698 Q14671
28965 Q9Y2P4
54809 Q5K651
1303 Q99715
80723 Q8TBE7
4645 Q9ULV0
54765 Q96DX7
55207 Q9NVJ2
643246 A6NCE7
966 P13987
8798 Q9NR20
2832 P48146
22992 Q9Y2K7
403244 Q8NGX2
7703 P35227
266743 Q8IUM7
27153 Q9ULD5
10112 O95235
146713 A6NFN3
8904 Q99829
255043 Q8N661
6581 O75751
136853 Q8WTU2
57622 Q9P244
886 P32238
3482 P11717
55922 O15226
51816 Q9NZK5
8073 Q12974
170370 A6NMN3
2903 Q12879
91227 Q14390
57496 Q9ULH7
9669 O60841
10539 O76003
5581 Q02156
30848 O75638
64403 Q86UP0
29944 Q9UL41
9168 P63313
6183 O15235
8496 Q86W92
6705 Q96RM1
93974 Q9UII2
6370 O15444
255725 Q96RD2
23288 Q6IPM2
7099 O00206
653145 P13928
2702 P36382
22908 Q9NTJ5
337880 Q8IUC1
25759 P98077
65055 Q9H902
57093 P0CI25
1583 P05108
392138 A4D2G3
2934 P06396
116135 Q96PB8
57610 Q6VN20
84674 Q9BX69
26575 Q9UGC6
7594 P17038
10000 Q9Y243
403313 Q8IY26
57556 Q9H2E6
26097 Q9Y3Y2
201626 Q6L8Q7
4886 P25929
349334 Q8WXT5
27327 Q8NDV7
1445 P41240
389677 Q8IXT5
112724 Q8NBN7
5818 Q15223
283685 Q8N9W4
54620 Q6PCT2
137492 Q8NEZ2
2625 P23771
56300 Q9NZH8
113189 Q8NCH0
155185 Q400G9
9825 Q9UM82
2897 P39086
79850 Q8TBR7
28969 Q9Y6E2
56146 Q9Y5H9
5027 Q99572
23452 Q9UKU9
11174 Q9UKP5
283316 Q9NR16
3467 P05000
83858 Q5T9A4
442117 Q49A17
60675 Q9HC23
192683 Q8TAC9
388507 Q6ZQV5
150350 Q8IYW4
51776 Q9NYL2
4359 P25189
5406 P16233
84133 Q9ULT6
1009 P55287
10427 O95487
112399 Q9H6Z9
10651 O75431
6732 Q96SB4
7143 Q92752
54532 Q70EK8
317702 Q9BXE9
56547 Q9NRE1
8785 O95460
1278 P08123
10723 Q9Y666
112755 P61266
1040 Q92903
53615 O95983
747 Q9Y4D2
79012 Q8NCB2
7077 P16035
64108 Q96DX8
136259 Q8TD94
150082 O95447
89846 Q5JSP0
79929 Q9H9H5
84364 Q8N6H7
10655 Q9Y5R5
30819 Q9NS61
199870 Q8TAV0
29990 Q9UKJ0
26036 Q9Y4E5
25855 Q9HCU9
100996648 Q5H9J9
8622 O95263
5257 Q93100
102724594 Q01081
11255 Q9Y5N1
5241 P06401
10956 Q13438
152006 Q9H0F5
204801 P59045
4060 P51884
8341 Q99877
6359 Q16663
5562 Q13131
24148 O94906
65268 Q9Y3S1
219736 Q6ZVD7
51807 Q9NY65
79802 Q6UWX4
117156 Q96PL1
50615 Q9HBE5
10169 P84101
2171 Q01469
57620 Q9P246
100008586 P0CL80
4240 Q08431
5357 Q14651
285386 Q6ZUI0
54555 Q9Y6V7
25999 Q96DZ5
339366 Q6ZMM2
9080 O95484
91107 Q96LD4
286410 Q8NB49
6166 Q969Q0
10125 O95267
3785 O43526
644591 P0DN37
342510 Q496F6
5224 P15259
55032 Q9BS91
390243 A6ND01
150365 Q5TIA1
3350 P08908
8436 O95810
26504 Q6P4Q7
3216 P17509
221830 Q3B726
51257 Q9P0N8
6233 P62979
7699 P52738
9546 O96018
641 P54132
161 O94973
22861 Q9C000
9705 O60284
5563 P54646
6843 P23763
7103 P19075
122042 Q8WXD0
2147 P00734
29911 Q96ED9
10877 Q92496
151194 Q8WXB1
54842 Q6ZSS7
2132 Q93063
5995 P47804
9971 Q96RI1
1362 O75976
84681 Q9BX68
116443 Q8TCU5
894 P30279
22978 P49902
283212 Q6PF15
5799 Q92932
54039 P57721
254428 Q8IVJ1
101060200 A8MT65
3422 Q13907
64065 Q96FX8
9923 Q9NUA8
3055 P08631
9760 O94900
6715 P18405
11107 Q9NQX1
7388 P07919
1369 P15169
132864 Q7Z5Q1
11231 Q9UGP8
100133267 P0DP73
168667 Q8N8U9
1731 Q8WYJ6
5436 P62487
5324 Q6DJT9
10317 Q9Y2C3
1896 Q92838
5172 O43511
727832 A8MZA4
8908 O15488
23060 O15014
85463 Q9C0D7
5985 P40937
106821730 Q9NQU5
50700 Q9NYR8
3707 P27987
221711 Q5T4T6
197335 Q96KV7
2898 Q13002
1943 O43921
8787 O75916
4152 Q9UIS9
9040 P61081
118427 Q96PB7
102157402 Q9Y3D8
7431 P08670
3695 P26010
148266 Q5MCW4
183 P01019
29881 Q9UHC9
56996 Q9BXP2
431704 Q2M5E4
954 Q9Y5L3
728224 A0A0G2JLE6
55740 Q8N8S7
729442 A6NDE8
6430 Q13243
23284 Q9HAR2
93134 Q8N587
51655 Q9Y272
4988 P35372
6506 P43004
54536 Q8TAG9
23507 Q6P9F7
9861 Q15008
345274 Q3KNW5
80117 Q8N4G2
2135 Q9UBQ6
147040 Q693B1
9138 Q92888
7441 P12018
339416 Q5TZF3
387804 A8MXK1
56139 Q9Y5I2
196385 Q8IVF4
8797 O00220
81610 Q9H4H8
669 P07738
80834 Q8TE23
390667 Q96A99
286 P16157
341405 Q7Z3H0
1302 P13942
682 P35613
53905 Q9NRD9
3822 P26717
57664 Q9H4M7
5592 Q13976
22849 Q8NE35
2823 P51674
54796 Q6ZN30
26205 Q9UKD1
2149 P25116
9662 Q66GS9
3987 P48059
9111 Q13287
54972 Q24JP5
79805 Q86V25
22872 O94979
26248 Q8NGT1
4887 P49146
150921 Q7RTU1
10362 Q9P0W2
7047 P49221
9734 Q9UKV0
27115 Q9NP56
23355 Q8N3P4
387921 Q5JS37
94056 Q96A49
79872 Q75N03
55365 Q96HP8
126204 Q86W25
55506 Q9P0M6
26737 Q8NH94
79230 Q8N988
4719 P28331
2355 P15408
27069 Q9H3K2
408 P49407
729627 A6NEV1
10998 Q9Y2P5
26025 O60330
197131 Q8IWV7
9331 Q9UBX8
81448 Q8NGY2
6703 P22532
23126 Q7Z3K3
10019 Q9UQQ2
9032 O14894
23302 Q658N2
8417 O15400
2583 Q00973
4668 P17050
57161 Q9HAT8
353149 Q86UD7
319101 Q86Y46
5306 Q00169
151011 Q9P0V9
140862 B1AKI9
157313 Q69YH5
127069 Q8NGZ9
5396 P54821
6494 Q96FS4
8843 P49019
54496 Q9NVM4
115294 Q96MG8
5653 Q92876
6538 P48066
29842 Q9NZI6
54843 Q9HCH5
4015 P28300
6594 P28370
55893 Q9H8N7
7093 Q9Y6L7
81127 Q8NH41
1149 O60543
202 Q9Y4K1
10498 Q86X55
1272 Q12860
84315 Q86VX9
145447 Q7Z5M8
8812 O75909
11072 O95147
4048 P09960
100288687 Q9UBX2
1490 P29279
147746 Q8NE63
162387 Q8IWD5
56923 Q9GZQ4
2550 Q9UBS5
1003 P33151
9534 O75437
7084 O00142
50804 Q9P2K5
143098 Q5T2T1
285282 Q5HYI8
100533177 A8MX34
54583 Q9GZT9
112 O43306
7473 P56703
55997 P0CG37
2849 Q8NDV2
55698 Q96JH8
140901 Q8TDR2
339976 Q8N9V2
1991 P08246
2703 P48165
1844 Q05923
7020 P05549
9826 O15085
57097 Q9NR21
143282 Q8TAT2
10231 Q14206
56977 Q9P2F5
117532 Q8TDI7
165631 Q460N3
6711 Q01082
339122 Q86YS6
5101 Q9HC56
54810 Q8TF65
9752 Q9Y5H5
23683 O94806
252995 Q8NAU1
101 P78325
4494 P04733
5921 P20936
7433 P32241
5251 P78562
27094 Q9NPA1
388403 Q96QA6
27283 Q9UJW2
10268 O60896
26609 Q9H320
377677 Q8N1Q1
23087 Q9UPQ4
11026 Q8N6C8
22929 P49903
84694 Q969M2
727851 O14715
134266 Q8TAA5
496 P51164
84912 Q969S0
100526783 A0A0A6YYH1
26071 Q9BWD3
130074 A1KXE4
119467 Q8NCR9
11285 Q9UBV7
9920 O94819
26127 Q9NVK5
6678 P09486
4864 O15118
3489 P24592
375307 Q7Z7H3
8618 Q9ULU8
5322 P39877
4917 O00634
11068 O14569
11119 O00481
445815 Q8IXS6
81873 Q9BPX5
158399 Q8TF39
117246 Q8IY81
1281 P02461
2957 P52655
50861 Q9NZ72
2694 P27352
55540 Q9NRM6
5452 P09086
7478 Q9H1J5
80012 Q8NDX5
763 P35218
2028 Q07075
6887 Q16559
4654 P15172
65082 Q96AX1
1015 Q12864
2180 P33121
6399 P0DI81
7775 Q9UNY5
51350 Q01546
60678 P57772
4649 B2RTY4
7365 P36537
60436 Q9GZN2
29979 Q9UMX0
353332 P59990
56675 Q9NQ35
4060 P51884
440093 Q6NXT2
23515 Q14149
9712 Q92738
116835 Q96MM6
9121 O15375
30814 Q9NZK7
3082 P14210
23604 Q9UIK4
3982 P55344
4828 P08949
57799 Q96S21
1840 Q86Y01
2523 P19526
23023 O94876
10580 Q9BX66
730291 P0CB33
344787 A6NHJ4
3957 P05162
813 O43852
55958 Q9P2J3
9127 O15547
254102 Q8N3D4
64167 Q6P179
1876 O75461
64927 Q5W5X9
374907 Q7Z7M8
2070 O95677
27090 Q9H4F1
1577 P20815
352954 Q8NAP1
6689 Q01892
7280 Q13885
158326 Q5H8C1
9415 O95864
55330 Q9NUP1
117195 Q96LB0
102723680 P0DMV2
54477 Q9HAU0
390443 P60153
23541 O76054
55871 Q9BRT8
83877 Q9BX73
138151 Q96BF6
90826 Q6P2P2
64211 Q9H2C1
51673 Q9BW30
338755 A6NM03
723961 F8WCM5
5122 P29120
162515 Q8NCK7
63928 O43745
57822 Q8TE85
26 P19801
3284 P26439
441376 Q4LEZ3
7546 O95409
10410 Q01628
83699 Q9UJC5
80235 Q86VD9
390260 Q8NH79
4194 O15151
6345 Q86TD4
83895 Q9BYS1
64091 Q9HBU9
4215 Q99759
219539 Q96NS1
735 P02748
64400 Q9H8T0
653619 Q5VWM5
57515 Q9NRX5
26054 Q9GZR1
159163 Q15415
51691 O95777
2947 P21266
29785 Q96SQ9
142685 Q8WXK1
7994 Q92794
56919 Q9H6R0
1600 O75553
3382 Q05084
167691 Q86VQ0
373863 Q8IYX4
64421 Q96SD1
283297 Q9H209
84193 Q86TU7
92749 Q96MC2
3656 O43187
343413 Q6DN72
27158 Q9UHB4
147945 Q96MN2
409 P32121
402778 A6NMD0
9510 Q9UHI8
386685 P60413
133 P35318
50509 P25940
7541 O43829
54853 Q9H6Y2
140576 Q96FQ6
3736 Q09470
221223 Q6NT32
84058 Q9H977
64137 Q9H172
140578 Q9H9P2
79958 Q8IV53
4113 O15479
152687 Q8IYB9
22902 Q7L099
10202 Q13268
55972 Q8TBP6
3615 P12268
85015 Q70EL2
6426 Q07955
6654 Q07889
37 P49748
346157 Q9UJN7
79334 Q8NH07
84191 Q9H5X1
57451 Q9NT68
1238 O00590
7174 P29144
158586 P98169
301 P04083
51809 Q86SF2
152559 Q6TCH7
116071 Q8N1L9
55147 Q86U06
138803 Q8NGS6
3908 P24043
79400 Q96PH1
51257 Q9P0N8
285193 Q4G0W2
1457 P68400
1027 P46527
3667 P35568
9991 O95758
10602 Q9UKI2
857 Q03135
167359 Q8IY84
56254 Q5VTR2
284459 P10072
27173 Q9NY26
400966 P0DJD0
80303 Q9BUP0
26659 Q15622
8910 O43556
116496 Q9BZQ8
6400 Q9UBV2
7727 Q15697
26517 Q9Y5L4
92558 Q6ZP65
90668 Q8ND23
112802 Q3SY84
57134 Q9NR34
22925 Q13018
80818 Q9C0F3
10326 O00241
7444 Q86Y07
26031 Q9H4L5
10376 P68363
2673 Q06210
259293 P59541
121551 A6QL63
10148 Q14213
57574 Q9P2E8
79707 Q5SY16
200316 Q8IUX4
100506144 Q8NCS4
744 Q15777
113000 Q9UJJ7
83478 Q8N264
3687 P20702
54790 Q6N021
51676 Q96Q27
3448 P01570
170959 Q8TF32
3191 P14866
221830 Q3B726
5688 O14818
83889 Q6ZQQ6
57476 Q3KR37
145389 Q8IZM9
135138 Q96M98
401036 Q6ZVZ8
2237 P39748
1363 P16870
4185 O75078
7982 Q9NRC1
200728 Q86X19
100287178 C9JVI0
9915 Q9HBZ2
2811 P07359
1501 Q9UQB3
10213 O00487
5189 O43933
10625 Q9Y6Y0
56834 Q96N19
221400 O60522
65094 Q9H9V9
135946 O95007
3046 P02100
55819 Q86XS8
338661 Q6GV28
388536 Q6PG37
84662 Q9BZE0
4486 Q04912
2891 P42262
4115 O15481
414059 A6NDS4
3685 P06756
4224 Q16819
3755 Q9UIX4
26279 Q9UNK4
478 P13637
728403 P0CW00
7545 Q15915
100134938 B0FP48
645382 A0A0G2JMD5
55661 Q96GQ7
2876 P07203
347273 Q5BKX8
7355 P78381
56996 Q9BXP2
134492 Q8WVJ2
8756 Q9H2U9
56920 Q9NS98
219436 Q8NGL3
27246 Q9Y4L5
54363 Q9UJM8
8399 O15496
7804 Q14114
1442 P0DML3
23248 Q5VT52
338811 Q8N3H0
4145 P42679
51302 Q9NYL5
114818 Q96CT2
2623 P15976
6674 Q07617
285679 A6NFR6
57677 Q9HCL3
6840 O95425
57689 Q9HCJ2
1645 Q04828
84034 Q9BXX0
54845 Q6NXG1
2550 Q9UBS5
6677 P38567
9815 Q14161
8499 O75334
56121 Q9Y5E8
9619 P45844
83999 Q96MU8
93627 Q8TEA7
285852 Q6UXN2
119587 Q8N436
54676 Q9BX10
138802 Q8NGS7
6836 O15260
7789 P98168
7352 P55916
5880 P15153
440051 Q6L8G4
2832 P48146
335 P02647
3784 P51787
5983 P40938
2147 P00734
643664 P0C7Q6
84807 Q8NI38
55554 Q9H2R5
654790 A6NKN8
116534 Q86SM8
10627 P19105
136259 Q8TD94
3675 P26006
4319 P09238
8392 P47888
389 P08134
55437 Q9C0K7
5253 O75151
7323 P61077
84435 Q86SQ6
79339 Q9Y5P0
140739 Q969M7
6019 P04090
57125 Q8IUK5
8477 Q8IYL9
153020 Q0VAM2
2676 O60609
5795 Q12913
102724594 P0DN76
6638 P63162
79053 Q9BVK2
60437 Q8IXH8
7849 Q06710
23630 Q9UJ90
650 P12643
389124 A8MTL0
7051 P22735
440270 A8MQT2
79626 Q6P589
151306 Q8TDU6
391114 Q8NGY3
345079 A6NEL2
259240 Q8NEX5
25840 Q9H8H3
10285 O75940
23598 Q9HBE1
8786 O94810
169834 P0CG24
5020 P01178
23048 Q96RU3
26524 Q9NRM7
7043 P10600
151393 Q96LZ7
118 P35611
10427 O95487
8515 O75578
9748 Q9H2G2
128954 Q2WGN9
4316 P09237
100289462 O15263
84639 Q8WWZ1
415117 Q8N4C7
9204 O95789
3680 Q13797
25976 Q7Z3E1
3172 P41235
92840 Q96HR9
135458 Q8NHY5
11108 Q9UKN5
93349 Q9H930
4924 Q02818
81029 Q9H1J7
90589 Q96I27
54551 Q9UJ55
5184 P12955
3822 P26717
10776 P56211
9194 O60669
10951 P83916
3068 P51858
127428 Q96MN5
83896 Q9BYR8
117196 Q96LA9
8436 O95810
22858 Q9UPZ9
55612 Q9BQL6
8464 O75486
139425 A6NGE4
55106 Q8IYM2
1827 P53805
12 P01011
91607 Q7Z7L1
28512 Q9NYS0
144124 Q9H207
10194 Q6ZSZ6
23007 Q4KWH8
6911 O95947
1981 Q04637
143879 Q8NAB2
3269 P35367
10913 Q9UNE0
101060233 P0DN78
94 P37023
138881 Q8NGR8
4176 P33993
4753 Q99435
2016 Q04741
112812 Q6P4F2
55379 Q96AG4
55222 Q8TCA0
613209 Q30KP9
2847 Q99705
80759 Q4VXA5
9214 O60667
65249 Q9H7M6
331 P98170
134266 Q8TAA5
9879 Q7L014
4437 P20585
93233 Q96M63
64129 Q9GZM7
9603 Q9Y4A8
85376 Q9UFD9
116449 Q7Z7G1
6424 Q6FHJ7
84935 Q5VYS4
349149 Q8NFK1
23382 Q96HN2
92552 Q9H3M9
7454 P42768
342933 A6NJL1
730 P10643
220965 Q8NE31
51199 Q8N4C6
10672 Q14344
57232 Q2M218
10450 Q9UNP9
91039 Q86TI2
4602 P10242
1800 P16444
50808 Q9UIJ7
284521 Q8N349
8408 O75385
186 P50052
11344 Q6IBS0
147658 Q76KX8
26953 O60518
79039 Q8TDD1
7681 Q13064
3753 P15382
913 P15812
148808 Q8N468
54704 Q9P0J1
8927 Q9UPA5
983 P06493
84969 Q96NM4
84803 Q53EU6
1180 P35523
55269 Q8WXF1
6512 O00341
64860 Q6P1M9
407 P36575
9878 O94842
821 P27824
162605 Q7Z3Y7
474 Q92858
124976 Q8IVW8
1145 Q04844
680 P32247
57690 Q9HCJ0
3452 P01568
6907 O60907
9311 Q9UHC3
286530 Q86VZ1
9780 Q92508
5589 P14314
54625 Q460N5
9524 Q9NZ01
84634 Q969F8
403278 A6NMS3
81609 Q96L92
1548 P11509
5987 P14373
5713 P51665
996 P30260
124857 Q8TEU8
1768 Q9C0G6
85459 Q9C0D2
348158 Q68CK6
